year,total_population,total_monuments,total_exotics,total_conflicts,productivity,is_drought,pop_monument_builder,pop_balanced,pop_reproduction
1157,189,13747.438235483192,5933,5140,0.5851632694336214,True,144,24,21
1158,182,13709.988944226056,5951,5200,0.5331672635809934,True,137,24,21
1159,182,13718.785477260586,5977,5252,0.7786517456926709,False,137,24,21
1160,182,13732.51286631746,6004,5295,0.8055742975666398,False,137,24,21
1161,176,13704.700334154704,6023,5350,0.5834773464888824,True,131,24,21
1162,176,13725.592065656201,6052,5397,0.8432505342487174,False,131,24,21
1163,176,13756.993469459805,6083,5441,0.9007484535217577,False,131,24,21
1164,176,13759.08656880372,6108,5487,0.745213870186265,False,131,24,21
1165,176,13766.416706951051,6134,5545,0.7734192902759399,False,131,24,21
1166,170,13735.692496945196,6153,5589,0.5696768913975441,True,125,24,21
1167,170,13733.424929017745,6177,5641,0.7206792140309096,False,125,24,21
1168,165,13716.632633973937,6199,5680,0.6426423247148596,True,120,24,21
1169,160,13682.689429397069,6217,5741,0.5497386062583997,True,115,24,21
1170,160,13684.35000556808,6242,5782,0.738907773781266,False,115,24,21
1171,160,13706.626723563353,6271,5816,0.8495883854527906,False,115,24,21
1172,160,13703.589350461481,6295,5853,0.7152560878769707,False,115,24,21
1173,160,13715.414928071907,6322,5903,0.7948227421052849,False,115,24,21
1174,157,13696.050246512521,6343,5943,0.6286737138851809,True,112,24,21
1175,154,13671.2588934715,6362,5996,0.5985245413460366,True,109,24,21
1176,155,13659.117987060266,6384,6045,0.6650556683321884,False,110,24,21
1177,152,13631.357110327854,6403,6084,0.5806139093440568,True,107,24,21
1178,153,13632.365580875954,6428,6139,0.7334526446159961,False,108,24,21
1179,153,13632.108279272532,6453,6196,0.7267167383089371,False,108,24,21
1180,154,13642.104147758206,6479,6249,0.7817041969262426,False,109,24,21
1181,154,13645.059623283109,6504,6286,0.7444735029664017,False,109,24,21
1182,150,13623.288533920417,6525,6336,0.6119908960563615,True,105,24,21
1183,151,13612.176625322101,6548,6384,0.6680022569877718,False,106,24,21
1184,152,13637.983055621367,6579,6436,0.8654478752071328,False,107,24,21
1185,152,13634.587585326493,6604,6483,0.7101839438535192,False,107,24,21
